title,embedding,spectral_cluster,kmeans_cluster,tsne1,tsne2
Double Take,"[-1.1612399816513062, 0.4503520727157593, 0.15263225138187408, 0.33429768681526184, 0.0909607782959938, 1.0961976051330566, 0.241010844707489, -0.4202902019023895, -0.27989885210990906, 0.14271442592144012, -0.9491041898727417, -0.32589882612228394, 0.1801004707813263, 0.3811644911766052, -0.2903277575969696, -0.4187804162502289, 0.1459963619709015, 0.01290393341332674, -0.17683081328868866, 0.5088858604431152, 0.22389069199562073, -0.30677515268325806, -0.5257254838943481, -0.02831515669822693, 0.215525284409523, 1.2932440042495728, -0.5729148983955383, 0.6151707768440247, 0.7389357089996338, 1.1621805429458618, -0.3234364688396454, 0.32317185401916504, -1.011576533317566, -0.2731744945049286, -0.03751298412680626, -0.3261798322200775, 0.6016669273376465, 0.0013235649093985558, -0.6578499674797058, 0.345062792301178, 0.9498252868652344, 0.009587014093995094, 0.4360945224761963, -0.22434349358081818, 0.00846746563911438, 0.018179744482040405, -1.063815712928772, -1.0521570444107056, 0.061977818608284, -0.49090373516082764, 0.2859618663787842, -0.2772400677204132, -1.0406197309494019, 0.9302381277084351, 0.3099762797355652, -0.1388968676328659, -0.4932321012020111, 0.6233454346656799, 0.6272966265678406, -0.515207052230835, -0.2660291790962219, 0.7901549935340881, -0.6309512257575989, 0.07427125424146652]",0,1,15.028345,-5.6359015
Doug's 1st Movie,"[-0.594272255897522, 1.025081992149353, -0.40683069825172424, -1.0173081159591675, -0.5852230787277222, 0.28948453068733215, 0.1626260131597519, -0.3314405381679535, 0.3545422852039337, 0.14659251272678375, 0.8665003180503845, 0.09919171780347824, -0.047898609191179276, 0.539635181427002, -0.3653096556663513, -0.29546019434928894, 0.48907020688056946, -0.2720804810523987, -0.7604593634605408, -0.04826996475458145, -1.4531066417694092, -0.14943577349185944, -0.3258575201034546, 0.18499618768692017, 0.6220426559448242, 0.7592081427574158, -0.7827509045600891, -0.35810139775276184, -0.966583788394928, 0.5953966975212097, -0.2462543249130249, -1.2768405675888062, -0.7158163785934448, -0.14181339740753174, 0.25261199474334717, 0.07787364721298218, 1.0149637460708618, -0.10106082260608673, -0.14029395580291748, 0.692634105682373, 0.12876155972480774, 0.6733050346374512, 0.31410446763038635, 0.11919844895601273, 0.4878251850605011, -0.050197578966617584, -0.4695204198360443, -0.6430999040603638, 0.41666078567504883, -0.6856449246406555, 0.1409817636013031, 0.5507205128669739, 0.00165909668430686, 0.007441405672580004, -0.1384834200143814, 0.2807510495185852, -0.7763892412185669, 0.5362452864646912, -0.46196433901786804, -0.6293055415153503, 0.029911519959568977, 0.22522765398025513, -0.38274073600769043, -0.00616065738722682]",0,0,2.2003593,14.459719
Down and Out in Beverly Hills,"[-0.9743658304214478, 0.6500058770179749, 0.0939924344420433, 0.9490692019462585, 0.3799123764038086, 0.35876256227493286, -0.24227863550186157, 0.6029188632965088, 1.0658924579620361, 0.1742679327726364, 0.9227232336997986, -0.060450825840234756, 0.16494376957416534, 0.5096485018730164, -0.13803580403327942, -0.44658875465393066, 0.3320281207561493, 0.7926178574562073, -0.47825366258621216, 0.0231118593364954, -0.4861758053302765, -0.6328492164611816, -0.005138333421200514, 0.5127899050712585, -0.01028459519147873, 0.3590752184391022, -0.5687545537948608, -0.38152381777763367, -0.21675828099250793, 0.9142888188362122, -0.2719121277332306, -0.06793517619371414, -0.7151381969451904, -0.07723483443260193, -0.2280575931072235, -0.2681519687175751, 1.0974973440170288, -0.43544745445251465, 0.18505427241325378, -0.18446263670921326, 0.28707391023635864, -0.03870130702853203, 0.5729655027389526, -0.25005024671554565, 0.5141400694847107, -0.9139298796653748, -0.9654985666275024, -0.12853634357452393, 0.6462720632553101, 0.4973922669887543, 0.14740987122058868, 0.14560049772262573, -1.220579743385315, -0.08779075741767883, -0.232976496219635, -0.2520526647567749, -0.5901491641998291, 0.7447859644889832, 0.43036308884620667, -0.2946683168411255, -0.1204027608036995, -0.21102669835090637, -0.8153649568557739, -0.4168025851249695]",0,0,-10.187008,-6.5289598
DuckTales the Movie: Treasure of the Lost Lamp,"[-0.9855300784111023, 0.5215840935707092, -0.5174325704574585, 0.6348991990089417, 0.2082906812429428, -0.13033528625965118, 0.1291532665491104, -0.12324012070894241, -0.27360397577285767, 0.5529588460922241, -0.18404419720172882, -0.33006516098976135, 0.4945477247238159, 0.6754289865493774, -0.380128413438797, -0.06357666850090027, 0.07584808021783829, -2.0586548998835497e-05, -0.1897645890712738, -0.27447858452796936, 0.6729288697242737, -0.5452019572257996, -0.4731537103652954, 0.06668101996183395, -0.3931359350681305, 1.0870815515518188, -0.6639690399169922, 0.08920713514089584, -0.5139844417572021, -0.028884556144475937, -0.371387779712677, -0.4589700698852539, -0.5346953868865967, 0.01947839744389057, -0.08109234273433685, 0.11940840631723404, 0.6816829442977905, -1.1723047494888306, 0.08643629401922226, 0.17763562500476837, -0.1144920065999031, 0.5079669952392578, 0.24333572387695312, -0.0562068410217762, -0.6614699959754944, -0.3603164851665497, -0.3546016216278076, -0.982442319393158, 0.4873465895652771, -0.007237033918499947, -0.6417720317840576, -0.8440984487533569, -1.0411192178726196, 0.2968216836452484, -0.03107346221804619, 0.2922358214855194, -1.180454134941101, 0.7569004893302917, 0.6567783355712891, -1.071060299873352, -0.15297439694404602, 0.6095594167709351, -0.563290536403656, 0.10510620474815369]",0,3,10.4577265,-7.6434546
Duets,"[-1.0617166757583618, 0.40315234661102295, -1.1456300020217896, 0.5572018623352051, 0.9378138780593872, 0.5812249183654785, 0.12495489418506622, -0.2397538125514984, -0.35544973611831665, 0.2420942783355713, 0.17364883422851562, -0.3323601484298706, 1.0399396419525146, 0.20149855315685272, 0.4014701545238495, -0.23035284876823425, -0.13546869158744812, 0.36097729206085205, -1.6691656112670898, -0.8588911294937134, -0.7172586917877197, 0.1900002807378769, -0.5589000582695007, 0.5247511863708496, 0.27832067012786865, 0.14873741567134857, -0.5419772267341614, -0.629328727722168, -0.046860795468091965, 0.29588595032691956, -0.23425692319869995, -0.7355260252952576, -0.8394908905029297, -0.55171799659729, -0.20552776753902435, 0.28307971358299255, 0.6273699998855591, -1.0296306610107422, 0.14213451743125916, 0.583462119102478, 0.6326749324798584, -0.440483033657074, 0.5039179921150208, -0.08121010661125183, 0.7570792436599731, -0.13372920453548431, 0.5176102519035339, -0.27914339303970337, 0.04813138023018837, 0.16018903255462646, 0.19603611528873444, -0.10575810819864273, -0.5433833003044128, 0.4503881633281708, -0.5755959153175354, 0.38332492113113403, -0.15312404930591583, 0.38952702283859253, -0.9776719212532043, -0.09906884282827377, -0.29301756620407104, -0.012578225694596767, -0.4740988612174988, 0.3417319059371948]",0,0,11.395823,6.484611
Dumbo,"[-1.2759922742843628, 0.4670061767101288, 0.2672976553440094, 0.6632274389266968, -0.07938659936189651, -0.19116900861263275, -0.28800201416015625, 0.07720644772052765, -0.4794124364852905, 0.4694477915763855, -0.20292386412620544, 0.4549066424369812, 0.7147793173789978, 0.439357191324234, 0.8323207497596741, -1.126161813735962, 0.09551016986370087, 0.5924630165100098, -0.36807867884635925, 0.4548165798187256, 0.012213333509862423, -1.0279673337936401, 0.01156864408403635, 0.48096370697021484, -0.36749741435050964, -0.1032409518957138, -0.6062602400779724, -0.18890465795993805, -0.5724571347236633, 0.09390801191329956, -0.40374845266342163, -0.1883782595396042, -1.4998507499694824, -0.02658974379301071, 0.27547940611839294, 0.4519899785518646, 1.126965045928955, -1.0630507469177246, 0.11288850009441376, -0.3377211093902588, 0.49145054817199707, 0.30897802114486694, 0.8484557271003723, -0.033024199306964874, 0.3964870274066925, -0.3839591145515442, -0.8335652947425842, 0.4723512828350067, 0.13260725140571594, -0.012827552855014801, 0.049455370754003525, 0.1530725210905075, -0.7870299816131592, 0.05447375029325485, -0.5230933427810669, -0.018864786252379417, -0.05974128097295761, 0.36353856325149536, 0.2205737829208374, -0.08173353224992752, -0.1584772765636444, 1.065080165863037, 0.008256934583187103, 0.017549041658639908]",0,4,-2.68957,-16.819498
Earth,"[-0.7190000414848328, 0.1556546986103058, -0.8267852067947388, 0.325930655002594, 0.2721577286720276, 0.24905672669410706, 0.10834518820047379, 0.36113664507865906, -0.01550737489014864, 0.2605717182159424, -0.35333555936813354, 0.39120131731033325, 0.5259209275245667, 0.7689846158027649, -0.13319945335388184, -0.7501808404922485, -0.29560530185699463, -0.08028110861778259, -0.32990679144859314, -0.3127811849117279, -0.009200012311339378, -0.8273825645446777, -0.03352237492799759, 0.8112439513206482, 1.092199683189392, 0.5868380665779114, -1.0393986701965332, -0.014338023960590363, -0.248618945479393, 0.16084636747837067, -0.8840890526771545, -0.3018714487552643, 0.18472807109355927, 0.04879488795995712, 0.06997478008270264, 0.4318932890892029, 0.7638495564460754, -0.7295770049095154, -0.47069692611694336, -0.19808146357536316, 0.315594881772995, 1.0548993349075317, 0.5772920250892639, -0.4959118068218231, 0.4082704484462738, -0.03470999747514725, 0.00506575545296073, -0.8529464602470398, 0.9674574732780457, -0.8215141892433167, 0.41712191700935364, -0.552089512348175, -0.4114701747894287, 0.14685682952404022, -0.2494739145040512, 0.2878305912017822, -0.22891834378242493, -0.20414890348911285, -0.2586495578289032, -0.46996253728866577, -0.05687334015965462, 0.04583946242928505, -0.18685442209243774, 0.20620737969875336]",0,1,-0.11292185,-4.9973965
Ed Wood,"[-1.305729627609253, 0.4894198775291443, 0.21805503964424133, 0.694428026676178, -0.08396054804325104, -0.1360749751329422, -0.2635938823223114, 0.09467063844203949, -0.49606597423553467, 0.4956253468990326, -0.22445304691791534, 0.46844518184661865, 0.739037036895752, 0.4630642235279083, 0.7696855664253235, -1.1442762613296509, 0.03657541424036026, 0.5970978140830994, -0.37394827604293823, 0.4430582523345947, 0.0028071242850273848, -1.0197044610977173, 0.00942055694758892, 0.503638744354248, -0.3006648123264313, -0.07169036567211151, -0.6396040320396423, -0.1714135706424713, -0.5690663456916809, 0.15291546285152435, -0.4024648070335388, -0.22357091307640076, -1.4359828233718872, -0.023366883397102356, 0.24611493945121765, 0.39500606060028076, 1.1347987651824951, -1.1097573041915894, 0.0651397779583931, -0.34200140833854675, 0.4926135241985321, 0.3644901514053345, 0.8619821667671204, -0.04262901470065117, 0.4059760570526123, -0.3823297321796417, -0.7910093069076538, 0.4078948199748993, 0.15048308670520782, -0.0545719750225544, 0.10276532918214798, 0.13162720203399658, -0.799626886844635, 0.08617310225963593, -0.5083957314491272, 0.044298551976680756, -0.08406846970319748, 0.36131513118743896, 0.21445629000663757, -0.1200728639960289, -0.14213715493679047, 1.074437141418457, -0.02578034996986389, 0.0174498800188303]",0,4,-2.520431,-16.699837
Eddie,"[-1.0001662969589233, 0.660479724407196, -0.2991062104701996, 0.18666353821754456, -0.7019526958465576, -0.17045818269252777, 0.5602588057518005, -0.5904284119606018, 0.3666614890098572, 0.34774690866470337, 0.3415593206882477, 0.3928540349006653, 0.15055561065673828, 1.0512421131134033, -0.16969601809978485, 0.49280115962028503, 0.15533503890037537, -0.40537527203559875, -0.6019619703292847, 0.24887119233608246, -1.100733995437622, -0.05262332037091255, -0.09162501990795135, 0.6266941428184509, 0.3887123465538025, 0.6418394446372986, -0.2128925770521164, -0.011885796673595905, 0.4391188323497772, 0.6274552941322327, -0.5011880993843079, -0.7106252908706665, -0.6705626845359802, 0.6969080567359924, 0.9081259369850159, -0.10034073889255524, 0.020396243780851364, 0.19637548923492432, -0.014031520113348961, -0.3056887686252594, 0.1384812593460083, 0.49285200238227844, 0.126519113779068, 0.2219994068145752, 0.8193898797035217, -0.4952693283557892, -0.13304607570171356, -0.19954825937747955, 1.1277837753295898, -0.3971250355243683, 0.2434157282114029, 0.38211774826049805, -1.1627448797225952, 0.20003069937229156, -0.05428212881088257, 0.5812487006187439, -0.7693345546722412, 0.8948562741279602, 0.41268882155418396, -0.8449482917785645, -0.033371418714523315, 0.3385537564754486, -0.4550984501838684, -0.13654375076293945]",0,0,-11.887453,18.099884
Eight Below,"[-0.9206283092498779, 0.4752836227416992, -0.2582720220088959, 0.8474774956703186, 0.5353484749794006, 0.8620098233222961, 0.09031051397323608, 0.020700162276625633, -0.1304560750722885, 0.3886587917804718, 0.4698006212711334, 0.24611681699752808, 0.5546034574508667, 0.902800977230072, -0.2636708617210388, -1.448095440864563, -1.2791179418563843, 0.973821759223938, -0.6949215531349182, 0.9884034991264343, -0.2837900221347809, -0.6518945693969727, -0.24789777398109436, 0.30392012000083923, -0.0731116458773613, 0.40761470794677734, -0.17811062932014465, -0.6943946480751038, -0.8223330974578857, 0.7632721066474915, -0.47385698556900024, 0.28973567485809326, -0.5528035759925842, 0.241081103682518, 0.25385624170303345, -0.6257032155990601, 1.1166424751281738, -0.14610090851783752, 0.06638668477535248, 0.052537951618433, -0.008691790513694286, 0.015840603038668633, 1.0762909650802612, 0.07827611267566681, 0.18056097626686096, -0.20310789346694946, -0.22286492586135864, 0.08646827936172485, -0.4223141074180603, -0.6204665899276733, 0.25077399611473083, 0.060154497623443604, -0.8575561046600342, 0.6178839206695557, -0.2585284113883972, -0.016118017956614494, 0.3668838143348694, 0.3854292929172516, 0.2999625504016876, -0.20608480274677277, 0.5057535767555237, -0.058212075382471085, -0.29921433329582214, 0.14220085740089417]",0,4,22.632624,16.548187
Encanto,"[-0.5113794803619385, 0.7697485685348511, -0.37679797410964966, 0.027658985927700996, -0.07399313151836395, 0.3553953766822815, 0.05834915488958359, -0.0233172457665205, -0.32032644748687744, -0.9466867446899414, -0.3072068691253662, -0.48322418332099915, 0.13355481624603271, 0.13253162801265717, -0.6340034604072571, -1.3826652765274048, 0.24970775842666626, 0.4120381474494934, 0.14929933845996857, -0.025553395971655846, -0.19758003950119019, -0.5920631289482117, -0.08186230808496475, 0.16437022387981415, 0.5120999813079834, 0.6074953675270081, -0.2864135503768921, 0.07760213315486908, -0.32034727931022644, -0.3518470227718353, -0.3679298758506775, -0.0034527054522186518, -0.3804289400577545, 0.3873833417892456, 0.07268522679805756, -0.46739766001701355, 0.9526360034942627, 0.11406691372394562, -0.2875371277332306, 0.7417134642601013, 0.6691139936447144, 0.1237085685133934, 1.0287121534347534, 0.24735353887081146, 0.6054892539978027, -0.9972515106201172, -0.7890216708183289, -0.4430294632911682, 0.6893060803413391, -0.8714050054550171, 0.3696589171886444, -0.017023075371980667, -0.23044270277023315, 0.25581714510917664, 0.3371569812297821, 0.7584847807884216, -0.5047546029090881, 0.5554926991462708, 0.3548145294189453, -0.6929557919502258, -0.11081244796514511, 0.9240285754203796, -0.5273647904396057, 0.4095042049884796]",5,4,-20.522984,-7.475452
Enchanted,"[-1.3969447612762451, 1.148901343345642, -0.21433398127555847, 0.9111225605010986, 0.4915086328983307, 0.11121384799480438, 0.3352150022983551, -0.6377996802330017, -0.15608906745910645, 0.15766124427318573, -0.2120348960161209, -0.4823797941207886, 0.659926176071167, 0.4929790794849396, -0.30192241072654724, -1.1249845027923584, -0.17171336710453033, -0.5296435952186584, -0.5665767192840576, -0.1680404394865036, 0.05828768387436867, -0.6549601554870605, -0.3975386619567871, -0.29657307267189026, 0.45235908031463623, 0.8904047608375549, -0.1644045114517212, 0.13448598980903625, -0.5460824966430664, -0.46304458379745483, -0.7504116892814636, 0.016876937821507454, -1.0671154260635376, 0.5544605851173401, -0.3142402172088623, -0.3505464494228363, 1.0962377786636353, -0.7274248003959656, 0.6896889805793762, 0.09996277093887329, -0.26065224409103394, 0.5887190699577332, 0.11619147658348083, -0.4626339077949524, 0.700512170791626, -1.0066108703613281, 0.002320910571143031, 0.8208744525909424, 0.48839429020881653, -0.42185062170028687, 0.17117519676685333, 0.4952879250049591, -0.5485675930976868, 0.4278460443019867, -0.6385030150413513, -0.08409848064184189, -0.5019805431365967, 0.6951524615287781, 0.836654007434845, 0.03626299649477005, 0.27976423501968384, 0.6005417108535767, -0.16477026045322418, 0.259789377450943]",0,4,-13.413767,-11.36713
